"Date","Price","Open","High","Low","Change %"
"Jan 31, 2020","6.605","6.599","6.644","6.589","0.56%"
"Jan 30, 2020","6.568","6.590","6.590","6.561","0.02%"
"Jan 29, 2020","6.567","6.645","6.645","6.567","-0.15%"
"Jan 28, 2020","6.577","6.567","6.623","6.567","0.38%"
"Jan 27, 2020","6.552","6.557","6.576","6.538","-0.18%"
"Jan 24, 2020","6.564","6.665","6.665","6.564","-0.21%"
"Jan 23, 2020","6.578","6.626","6.627","6.576","-0.68%"
"Jan 22, 2020","6.623","6.613","6.642","6.608","0.14%"
"Jan 21, 2020","6.614","6.627","6.637","6.608","-0.26%"
"Jan 20, 2020","6.631","6.628","6.649","6.622","0.11%"
"Jan 17, 2020","6.624","6.686","6.686","6.624","-0.66%"
"Jan 16, 2020","6.668","6.687","6.710","6.661","-0.28%"
"Jan 15, 2020","6.687","6.766","6.766","6.687","-0.62%"
"Jan 14, 2020","6.729","6.746","6.756","6.714","1.11%"
"Jan 13, 2020","6.655","6.653","6.678","6.647","0.27%"
"Jan 10, 2020","6.637","6.649","6.649","6.620","1.04%"
"Jan 09, 2020","6.569","6.601","6.621","6.567","-0.82%"
"Jan 08, 2020","6.623","6.668","6.668","6.609","0.08%"
"Jan 07, 2020","6.618","6.631","6.641","6.598","-0.20%"
"Jan 06, 2020","6.631","6.564","6.641","6.535","1.80%"
"Jan 03, 2020","6.514","6.554","6.554","6.473","-0.53%"
"Jan 02, 2020","6.549","6.613","6.613","6.549","-0.56%"
"Jan 01, 2020","6.586","6.659","6.659","6.582","-0.74%"
"Dec 31, 2019","6.635","6.643","6.666","6.627","0.09%"
"Dec 30, 2019","6.629","6.633","6.653","6.622","0.17%"
"Dec 27, 2019","6.618","6.591","6.630","6.589","-0.26%"
"Dec 26, 2019","6.635","6.669","6.669","6.628","-0.06%"
"Dec 24, 2019","6.639","6.668","6.668","6.631","-0.15%"
"Dec 23, 2019","6.649","6.670","6.699","6.644","-0.31%"
"Dec 20, 2019","6.670","6.699","6.758","6.624","-1.74%"
"Dec 19, 2019","6.788","6.826","6.826","6.778","0.33%"
"Dec 18, 2019","6.766","6.817","6.866","6.762","-0.56%"
"Dec 17, 2019","6.804","6.903","6.903","6.788","-0.66%"
"Dec 16, 2019","6.849","6.818","6.866","6.814","0.29%"
"Dec 13, 2019","6.829","6.894","6.894","6.816","0.35%"
"Dec 12, 2019","6.805","6.789","6.820","6.777","0.09%"
"Dec 11, 2019","6.799","6.770","6.799","6.696","1.30%"
"Dec 10, 2019","6.712","6.674","6.790","6.641","0.77%"
"Dec 09, 2019","6.661","6.771","6.771","6.660","-0.28%"
"Dec 06, 2019","6.680","6.645","6.690","6.615","0.74%"
"Dec 05, 2019","6.631","6.501","6.635","6.460","2.71%"
"Dec 04, 2019","6.456","6.465","6.465","6.445","-0.12%"
"Dec 03, 2019","6.464","6.484","6.492","6.464","-0.23%"
"Dec 02, 2019","6.479","6.466","6.491","6.456","0.40%"
"Nov 29, 2019","6.453","6.445","6.462","6.436","0.22%"
"Nov 28, 2019","6.439","6.448","6.448","6.428","-0.16%"
"Nov 27, 2019","6.449","6.462","6.477","6.447","0.03%"
"Nov 26, 2019","6.447","6.447","6.462","6.435","0.14%"
"Nov 25, 2019","6.438","6.459","6.459","6.429","-0.33%"
"Nov 22, 2019","6.459","6.488","6.495","6.458","-0.17%"
"Nov 21, 2019","6.470","6.432","6.484","6.409","0.79%"
"Nov 20, 2019","6.419","6.432","6.434","6.417","-0.28%"
"Nov 19, 2019","6.437","6.442","6.448","6.432","-0.17%"
"Nov 18, 2019","6.448","6.486","6.489","6.446","-0.36%"
"Nov 15, 2019","6.471","6.528","6.528","6.467","-0.25%"
"Nov 14, 2019","6.487","6.518","6.633","6.476","-0.22%"
"Nov 13, 2019","6.501","6.538","6.539","6.499","-0.67%"
"Nov 11, 2019","6.545","6.541","6.552","6.526","0.34%"
"Nov 08, 2019","6.523","6.519","6.547","6.510","0.51%"
"Nov 07, 2019","6.490","6.478","6.499","6.471","0.23%"
"Nov 06, 2019","6.475","6.532","6.532","6.470","-0.51%"
"Nov 05, 2019","6.508","6.492","6.515","6.487","0.49%"
"Nov 04, 2019","6.476","6.532","6.532","6.454","0.43%"
"Nov 01, 2019","6.448","6.495","6.495","6.425","-0.14%"
"Oct 31, 2019","6.457","6.515","6.515","6.456","-0.40%"
"Oct 30, 2019","6.483","6.524","6.543","6.477","-0.25%"
"Oct 29, 2019","6.499","6.512","6.512","6.495","0.14%"
"Oct 25, 2019","6.490","6.501","6.501","6.478","-0.02%"
"Oct 24, 2019","6.491","6.517","6.517","6.489","0.00%"
"Oct 23, 2019","6.491","6.533","6.533","6.484","-0.38%"
"Oct 22, 2019","6.516","6.552","6.552","6.505","0.00%"
"Oct 18, 2019","6.516","6.524","6.534","6.507","-0.14%"
"Oct 17, 2019","6.525","6.488","6.535","6.440","0.91%"
"Oct 16, 2019","6.466","6.505","6.505","6.451","-0.26%"
"Oct 15, 2019","6.483","6.513","6.517","6.475","0.11%"
"Oct 14, 2019","6.476","6.536","6.536","6.472","-0.66%"
"Oct 11, 2019","6.519","6.517","6.527","6.491","0.66%"
"Oct 10, 2019","6.476","6.472","6.479","6.459","0.37%"
"Oct 09, 2019","6.452","6.463","6.463","6.423","-2.39%"
"Oct 07, 2019","6.610","6.687","6.687","6.596","-0.15%"
"Oct 04, 2019","6.620","6.611","6.630","6.544","0.70%"
"Oct 03, 2019","6.574","6.612","6.612","6.574","-0.86%"
"Oct 01, 2019","6.631","6.727","6.727","6.631","-1.02%"
"Sep 30, 2019","6.699","6.815","6.815","6.695","-0.58%"
"Sep 27, 2019","6.738","6.796","6.796","6.738","0.27%"
"Sep 26, 2019","6.720","6.816","6.816","6.710","-0.49%"
"Sep 25, 2019","6.753","6.788","6.846","6.753","0.06%"
"Sep 24, 2019","6.749","6.759","6.827","6.742","0.19%"
"Sep 23, 2019","6.736","6.808","6.808","6.736","1.66%"
"Sep 20, 2019","6.626","6.631","6.789","6.578","-0.15%"
"Sep 19, 2019","6.636","6.675","6.675","6.608","0.42%"
"Sep 18, 2019","6.608","6.656","6.675","6.608","-1.58%"
"Sep 17, 2019","6.714","6.733","6.791","6.694","0.57%"
"Sep 16, 2019","6.676","6.743","6.743","6.666","1.15%"
"Sep 13, 2019","6.600","6.618","6.619","6.590","0.36%"
"Sep 12, 2019","6.576","6.658","6.658","6.575","0.18%"
"Sep 11, 2019","6.564","6.611","6.611","6.564","0.32%"
"Sep 09, 2019","6.543","6.536","6.543","6.523","-0.05%"
"Sep 06, 2019","6.546","6.556","6.556","6.546","0.12%"
"Sep 05, 2019","6.538","6.576","6.576","6.537","0.17%"
"Sep 04, 2019","6.527","6.544","6.548","6.527","-0.26%"
"Sep 03, 2019","6.544","6.558","6.558","6.529","-0.37%"
"Aug 30, 2019","6.568","6.615","6.624","6.568","0.27%"
"Aug 29, 2019","6.550","6.641","6.641","6.550","-0.38%"
"Aug 28, 2019","6.575","6.556","6.603","6.556","0.57%"
"Aug 27, 2019","6.538","6.500","6.566","6.482","0.57%"
"Aug 26, 2019","6.501","6.581","6.581","6.501","-1.43%"
"Aug 23, 2019","6.595","6.601","6.633","6.595","0.00%"
"Aug 22, 2019","6.595","6.591","6.596","6.578","0.00%"
"Aug 21, 2019","6.595","6.635","6.635","6.591","-0.32%"
"Aug 20, 2019","6.616","6.701","6.720","6.616","-0.75%"
"Aug 19, 2019","6.666","6.692","6.702","6.666","0.59%"
"Aug 16, 2019","6.627","6.683","6.702","6.627","-1.00%"
"Aug 14, 2019","6.694","6.675","6.751","6.675","1.56%"
"Aug 13, 2019","6.591","6.647","6.657","6.591","0.73%"
"Aug 09, 2019","6.543","6.543","6.619","6.543","0.54%"
"Aug 08, 2019","6.508","6.536","6.545","6.498","-0.03%"
"Aug 07, 2019","6.510","6.602","6.639","6.510","-1.06%"
"Aug 06, 2019","6.580","6.602","6.618","6.576","-0.90%"
"Aug 05, 2019","6.640","6.659","6.715","6.629","0.73%"
"Aug 02, 2019","6.592","6.687","6.687","6.592","-1.44%"
"Aug 01, 2019","6.688","6.702","6.726","6.670","2.08%"
"Jul 31, 2019","6.552","6.609","6.609","6.552","-0.71%"
"Jul 30, 2019","6.599","6.666","6.666","6.599","-0.24%"
"Jul 29, 2019","6.615","6.687","6.787","6.615","-1.37%"
"Jul 26, 2019","6.707","6.748","6.787","6.697","0.12%"
"Jul 25, 2019","6.699","6.686","6.761","6.637","0.92%"
"Jul 24, 2019","6.638","6.628","6.642","6.624","0.15%"
"Jul 23, 2019","6.628","6.628","6.638","6.577","0.91%"
"Jul 22, 2019","6.568","6.598","6.598","6.558","0.89%"
"Jul 19, 2019","6.510","6.528","6.538","6.498","-0.60%"
"Jul 18, 2019","6.549","6.560","6.630","6.549","0.29%"
"Jul 17, 2019","6.530","6.540","6.584","6.530","0.18%"
"Jul 16, 2019","6.518","6.550","6.561","6.506","-0.66%"
"Jul 15, 2019","6.561","6.567","6.581","6.551","-0.11%"
"Jul 12, 2019","6.568","6.652","6.652","6.568","-0.53%"
"Jul 11, 2019","6.603","6.634","6.644","6.603","-0.62%"
"Jul 10, 2019","6.644","6.745","6.745","6.624","-0.17%"
"Jul 09, 2019","6.655","6.675","6.675","6.655","0.30%"
"Jul 08, 2019","6.635","6.706","6.706","6.635","-1.95%"
"Jul 05, 2019","6.767","6.838","6.838","6.716","-0.76%"
"Jul 04, 2019","6.819","6.880","6.900","6.815","-0.66%"
"Jul 03, 2019","6.864","6.860","6.870","6.850","-0.39%"
"Jul 02, 2019","6.891","6.911","6.911","6.877","-0.45%"
"Jul 01, 2019","6.922","6.943","6.984","6.922","-0.06%"
"Jun 28, 2019","6.926","6.912","6.933","6.906","-0.20%"
"Jun 27, 2019","6.940","6.944","6.956","6.930","-0.06%"
